CO3,UV250,TDP,NO3NO2,Cl,Br,TSS,Ca,TDN,F,DIC,TPN,HCO3,TN,Mg,Si,TP,TSSD,Na,TOC,NH4,K,PH,NO2,OrthoP,Mn,TPC,DOC,SO4,Fe,TDS,UV280,ANC,waterTemp,dissolvedOxygenField,specificConductanceField
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
