DIC,TPN,HCO3,TN,Mg,Si,TP,TSSD,Na,TOC,UV280,TDS,Fe,SO4,CO3,UV250,specificConductance,TDP,NO3NO2,Cl,NH4,K,PH,NO2,OrthoP,Mn,TPC,DOC,F,ANC,TDN,Ca,Br,TSS
8.5,0.1,52.2,0.4,2.7,1.7,0,700,1.3,2.4,0.1,68.4,0.7,1.6,0,0.1,98.6,0,0.4,0.6,0,0.5,7.3,0,0.1,0,0.4,2.3,0,0.9,0.4,13.1,0,28.1
3,0.2,22,0.4,1.3,1.9,0,2500,0.6,16.5,0.5,28.2,0.2,2.1,0,0.7,42.7,0,0.1,0.2,0,0.6,6.9,0,0,0,2.2,17.1,0,0.4,0.4,5.8,0,100
6.6,0.1,39.5,0.5,2.1,3.3,0,3200,0.8,7,0.2,52.4,0.2,4.8,0,0.3,76.5,0,0.3,0.3,0,0.5,7.4,0,0,0,0.6,6.6,0,0.7,0.4,10.6,0,128
8.5,0.2,47.6,0.4,2.6,3.7,0,800,0.9,3.7,0.1,71.6,0.1,6.2,0,0.1,101.2,0,0.3,0.3,0,0.6,7.7,0,0,0,0.4,3.7,0,0.8,0.4,13,0,32
9,0.1,53.6,0.4,2.8,4,0,1700,1.2,3.1,0.1,76.4,0.1,6.2,0,0.1,108.1,0,0.3,0.3,0.1,0.6,7.3,0,0,0,0.4,3.5,0,0.9,0.4,14.4,0,68
9.8,0.1,54.2,0.4,2.9,4.1,0,300,1.1,2.6,0.1,72.5,0,6.8,0,0.1,103.9,0,0.3,0.3,0.1,0.5,7.4,0,0,0,0.4,2.3,0,0.9,0.4,14.9,0,12
10,0.1,52.1,0.5,2.8,4.1,0,200,1.2,2.1,0.1,71.5,0,6.3,0,0.1,101.1,0,0.3,0.3,0,0.5,7.7,0,0,0,0.4,2.2,0,0.9,0.5,14.2,0,2
8.2,0.1,44.7,0.4,2.4,3.7,0,700,0.9,4.5,0.1,71.3,0.1,5.3,0,0.2,100.8,0,0.3,0,0.1,0.4,7.8,0,0,0,0.4,4.6,0,0.9,0.4,12.1,0,7
5,0.1,30.3,0.5,1.5,3,0,5800,0.6,12,0.3,40.3,0.2,3,0,0.4,64.5,0,0.3,0,0.1,0.2,7.3,0,0,0,1.1,10.1,0,0.5,0.4,7.9,0,58
8.6,0.1,44.6,0.4,2.4,3.8,0,400,1,3.1,0.1,60.4,0.1,5.8,0,0.1,105,0,0.3,0,0,0.4,7.7,0,0,0,0.4,3.2,0,0.8,0.4,12.4,0,4
9.1,0.1,47.3,0.3,2.6,3.9,0,800,1,2.3,0.1,63.2,0,6.1,0,0.1,109.9,0,0.3,0.3,0,0.5,7.9,0,0,0,0.4,2.6,0,0.9,0.4,13.2,0,8
9.6,0.1,43.6,0.4,2.4,3.5,0,100,0.9,2.7,0,62.4,0,6.2,0,0.1,85.6,0,0.3,0,0,0.4,7.8,0,0,0,0.3,2.6,0,0.8,0.4,12.2,0,2
8,0.1,44.1,0.3,2,3.3,0,800,0.8,4.3,0.1,48.9,0.1,4.9,0,0.2,71.4,0,0.3,0,0,0.4,7.8,0,0,0,0.4,4.1,0,0.8,0.4,10.2,0,16
8.2,0,65.4,0.4,3.2,1.4,0,500,1.1,4.2,0.1,85.6,0.2,5.1,0,0.2,121.2,0,0.3,0,0,0.6,7.6,0.1,0,0,0.4,4.5,0,1.1,0.5,17.1,0,10
8.5,0.1,66.7,0.3,3.3,1.4,0,200,1.2,3.6,0.1,84.6,0.1,5.8,0,0.1,122.1,0,0.3,0.3,0,0.6,4.7,0.3,0,0.1,0.3,3.7,0,1.2,0.3,17.7,0,4
9.2,0.2,54.2,0.2,2.9,3.4,0,400,1.1,2.8,0.1,71.6,0.1,5.3,0,0.1,103.4,0,0.3,0.3,0.1,0.6,7.4,0,0,0.1,0.3,3,0,0.9,0.2,14.2,0,8
4.8,0.1,1014.2,0.5,1.9,1.4,0,1900,0.7,9.4,0.3,46.6,0.2,3.9,0,0.4,65.1,0,0.3,0.2,0.1,0.4,7.1,0,0,0,0.7,9.5,0,17,0.5,9.7,0,38
10.1,0.1,48.7,0.4,2.6,1.4,0,300,0.8,4.2,0.1,67.4,0.1,6,0,0.2,95.4,0,0.4,0.2,0.1,0.5,7.5,0,0,0,0.5,4.4,0,0.8,0.5,13.4,0,6
12.9,0.1,26.3,0.5,1.2,3.5,0,100,0.3,1.6,0,168.4,0.2,5.3,0,0.1,239.9,0,0.4,12.9,0,1.1,6.9,0,0.1,0,0.6,1.5,0,0.6,0.4,15.5,0,2
7.3,0.1,35.7,0.7,2.2,2.9,0.1,100,0.3,13.4,0.3,55.7,0.2,5.9,0,0.5,77.7,0,0.2,3.1,0,0.6,7.4,0,0,0.1,0.4,13.8,0.3,0.6,0.7,12.4,0,2
5.6,0.2,17.1,0.6,1.8,2.3,0,200,0,14.3,0.4,43.2,0.2,4.2,0,0.6,63.1,0,0.1,8.2,0,0.5,7.2,0,0,0,0.7,14.6,0.6,0.4,0.6,9.6,0,4
2.8,0.3,10.8,0.7,1,2.2,0.1,0,0,9.8,0.3,23.6,0.1,1.2,0,0.4,34.7,0,0.3,9.8,0,0.2,7.1,0,0,0,2.6,10,0,0.2,0.7,8,0,0
2.7,0.1,8.9,0.7,0.9,2.2,0,400,0,8.9,0.3,23.2,0.2,1.2,0,0.4,32.9,0,0.3,10.7,0.1,0.2,6.6,0,0,0,0.6,9.2,0,0.2,0.7,7.9,0,8
5.3,0.1,36.5,0.9,2,3.7,0,200,0.8,4,0,42.1,0,22.1,0,0,59.2,0,0.5,0.2,0,0.2,7.4,0,0,0,0.7,3.9,0.6,0.1,0.8,9.2,0.3,4
7,0,33.7,0.5,2.6,4.5,0,100,0.9,3.2,0.1,54.9,0,3.9,0,0.1,78.4,0,0.4,5,0,0.2,7.3,0,0,0,0.3,3.3,0,0.7,0.5,10.3,0,2
7.4,0.1,33,0.5,3,3.9,0.1,100,1,2.5,0.1,59.3,0,2.3,0,0.1,84.7,0,0,8.3,0,0.4,8,0,0,0,0.4,2.5,0,0.6,0.4,10.7,0,2
7,0,41.2,0.5,2.6,4.1,0.1,0,0.9,4.4,0.1,57.3,0.1,5.4,0,0.2,81.2,0,0.3,0.3,0,0.1,7.6,0,0,0,0.5,4.3,0.1,0.8,0.5,10.7,0,0
8.2,0.1,42,0.3,2.6,3.8,0.1,100,0.8,3,0.1,56.4,0,5.1,0,0.1,79.6,0,0.3,0,0,0.3,7.2,0,0,0,0.4,3,0,0.7,0.3,10.6,0,2
8.3,0,40.4,0.4,2.6,3.8,0,0,0.8,3.3,0.1,54.2,0,5.2,0,0.1,79.6,0,0.3,0.7,0,0.3,7.3,0,0,0,0.4,3.3,0,0.7,0.4,10.4,0,0
8.8,0,46.9,0.4,2.9,4,0,0,0.9,2.6,0.1,63.5,0,5.9,0,0.1,91.7,0,0.3,1.1,0,0.4,7.7,0,0,0,0.3,2.8,0,0.8,0.4,12.2,0,0
6.4,0.1,34.6,0.4,2.5,4,0,400,0.6,6.4,0.2,48.1,0.1,4.6,0,0.3,67.6,0,0.3,1.2,0,0,7.4,0,0,0,0.3,6.8,0,0.6,0.4,9.6,0,8
5.1,0.1,32.1,0.8,2.1,3.9,0,800,0.5,15.8,0.3,42.6,0.1,3.3,0,0.4,59,0,0.2,0.3,0,0,7,0,0,0,0.6,9.6,0,0.6,0.5,7.9,0,16
7,0,37,0.4,2.8,4.2,0.1,200,0.7,4.3,0.1,51.2,0,5.1,0,0.2,73.3,0,0.3,0.2,0,0,7.4,0,0,0,0.3,4.3,1.4,0.6,0.5,10.5,0,4
6.3,0.1,28.6,0.4,2.3,4,0,100,0.9,5.2,0.1,51.4,0.1,3.9,0,0.2,72.3,0,0.3,0.4,0,0.3,7.5,0,0,0,0.3,5,0,0.5,0.4,9.4,0,2
7.2,0,41.1,0.3,2.6,4,0,200,1,3.7,0.1,54.9,0.1,4.5,0,0.1,79.4,0,0.4,0.6,0,0.3,7.6,0,0.1,0.1,0.3,4,0,0.7,0.3,10.3,0,4
7.9,0.1,39.5,0.4,2.8,4,0,0,1.1,3.3,0.1,60.4,0,4.3,0,0.1,84.8,0,0.1,2.6,0,0.4,7.5,0,0.1,0,0.3,3.8,0.8,0.7,0.5,11.2,0,0
4.9,0.1,24.9,0.6,2,3.8,0.1,100,0.8,7.4,0.2,43.9,0.1,2.7,0,0.3,60.3,0,0.3,0,0,0.3,7.5,0,0.1,0,0.4,1.3,1.2,0.5,0.6,7.8,5.5,2
6.5,0.1,40.2,0.5,2.7,4.8,0,100,1.1,3.4,0.1,62.5,0,4.4,0,0.1,87.6,0,0.4,0,0,0.3,7.4,0,0,0,0.3,3.4,0.7,0.7,0.4,10.7,0,2
7.4,0.1,45.2,0.4,2.8,4.7,0.1,400,1.2,2.7,0.1,55.2,0,4.7,0,0.1,77.2,0,0.4,3.4,0.1,0.4,7.3,0,0,0,0.3,2.8,0,0.9,0.5,11.1,0,8
7.7,0.1,2.6,0.4,0.2,0.4,0,200,0,3,0.1,5.6,0,0.1,0,0.1,7.8,0,0.4,1.2,0.1,0,7.6,0.1,0,0,0.4,3.1,0,0.1,0.3,1.1,0,4
8.5,0.1,43.1,0.5,3,4.2,0.3,100,1,2.3,0,56.6,0,6.1,0,0.1,81.2,0,0.4,1,0,0,7.6,0.1,0,0,0.4,2.3,0,0.7,0.5,11.4,0,2
9.9,0.1,39.2,0.5,3.2,4.3,0.1,66.7,1,2.3,0,64.5,0,5.5,0,0.1,89.9,0,0.4,6.8,0,0,7.2,0.1,0,0,0.3,2.5,0,0.7,0.5,12.4,0,1.3
13.4,0.1,81.4,0.7,4.7,6.6,0,400,1.9,1.6,0,123.5,0,12,0,0,175.5,0,0.5,4.3,0.1,1,7.5,0.1,0.1,0.1,0.8,1.5,1,1.5,0.7,24.8,0,8
12.9,0.1,55.5,0.4,3.2,4.3,0.1,200,1.3,1.3,0,86.3,0,8.2,0,0,123.1,0,0.4,3.3,0.1,0.6,7.5,0,0,0.1,0.3,1.3,2,1.1,0.4,17.7,0,4
12.7,0.2,58.4,0.4,3.4,4.4,0,300,1.5,2.3,0,80.7,0,8.5,0,0.1,118.4,0,0.3,2,0,0.5,7.6,-0.1,0,0.1,0.4,1.8,0,1.3,0.4,16.3,0,6
12.4,0.1,52.6,0.4,3.4,4.4,0,0,1.4,1.3,0,87.2,0,8.7,0,0,123.8,0,0.3,4.4,0.1,0.5,7.5,-0.1,0,0.1,0.3,1.4,1.1,1,0.4,17.4,0,0
9.3,0.1,50.4,0.5,2.9,3.6,0,300,1.3,10.6,0.2,71.5,0.2,6.7,0,0.3,101.3,0,0.3,0.3,0,0.6,7.4,-0.1,0,0.1,0.3,9.5,0,1,0.4,13.8,0,6
7,0.2,41.1,0.4,2.4,3.1,0.1,266.7,0.6,10.8,0.3,59.2,0.2,5.6,0,0.4,83.8,0,0.2,2.1,0,0.6,7.5,-0.1,0,0.1,0.6,10.7,0,0.8,0.4,11.7,0,5.3
7,0.1,35.2,0.4,2.1,3,0.5,200,0.5,10,0.2,51.5,0.2,5,0,0.3,72.8,0,0.2,2.4,0,0.5,7.7,-0.1,0,0.1,0.4,9.4,0,0.7,0.4,10.2,0,4
5.6,0.1,23.6,0.6,1.7,3.1,0.1,200,0.5,8.4,0.2,40.2,0.2,9.2,0,0.3,59.5,0,0.4,0.1,0,0.4,7.3,-0.1,0,0,0.3,8.2,0,0.6,0.6,8.4,0,4
7.3,0.1,22.4,0.6,2,3.4,0,600,0.6,5.8,0,50.3,0.2,10.3,0,0,70.4,0,0.4,3.4,0.1,0.4,7.6,0,0,0,0.4,5.6,0,0.4,0.6,9.9,0,12
6.9,0.1,22.9,0.5,2,3.3,0.2,200,0.5,7.4,0.2,49.6,0.2,9.9,0,0.3,68.9,0,0.3,3.3,0,0.3,7.5,0,0,0,0.4,7,0,0.5,0.5,9.6,0,4
9.9,0.1,46.2,0.4,2.7,3.6,0,200,0.7,2.7,0.1,65.4,0.1,6.2,0,0.1,92.5,0,0.3,1.4,0.1,0.3,8,-0.1,0,0,0.4,2.4,0,0.8,0.5,13.1,0,4
10.2,0.1,49.9,0.3,2.8,4,0,300,1.1,2.1,0.1,72.1,0,8.6,0,0.1,102.5,0,0.3,1.3,0,0.4,7.2,0,0,0,0.2,1.9,0,0.9,0.4,14.4,0,6
11.5,0.1,41.3,0.3,3,6.1,0,100,1.3,1.9,0.1,75.9,0,6.9,0,0.1,108.8,0,0.3,4.3,0,0.5,7.5,0,0,0.1,0.3,2.1,2.5,0.7,0.3,15.1,0,2
11.6,0.1,44.6,0.4,3.1,6,0.4,200,1.3,2.4,0.1,79.5,0,6.9,0,0.1,112.4,0,0.3,3.6,0.1,0.5,7.6,0,0,0.1,0.2,2.4,2.3,0.8,0.4,15.8,0,4
12.1,0.1,52.2,0.4,3.1,6.2,0.2,100,1.2,2.2,0.1,76.5,0,6.8,0,0.1,111.4,0,0.3,3.9,0.1,0.5,7.4,0,0,0.1,0.2,2.1,0,0.9,0.3,15.7,0,2
6.1,0.1,22.2,0.5,1.5,5,0.1,600,0,7.9,0.3,37.8,0.2,3.2,0,0.4,55.6,0,0.4,3.3,0.1,0.2,7.3,0,0,0,0.5,8.1,0.1,0.4,0.6,7.6,0,12
5.9,0.1,20.4,0.5,1.4,5.2,0,900,0.8,10.3,0.4,34.7,0.2,2.6,0,0.5,50.3,0,0.3,2.6,0,0.3,7.4,0,0,0,0.7,9.6,0.4,0.4,0.5,6.9,0,18
3.8,0.1,17.2,0,0.8,6.2,0,200,2.3,15.8,0.1,46.2,0.4,1.7,0,0.1,32.5,0,0,0.5,0,0.3,7,0,0.1,0,0.3,2.3,0,0.5,0.1,3.1,0.1,8.1
3.6,0.1,23.3,0.1,1,7.3,0,100,3.3,2.5,0.1,52.9,0.9,1.9,0,0.1,39.9,0,0,0.1,0.1,0.6,7.1,0,0,0,0.4,2.4,0,0.4,0.1,3.6,0,4.6
3.2,0,13.9,0.2,0.8,6.8,0,0,2.1,3,0.1,18.8,1.4,2.1,0,0.1,27.4,0,0.1,0.1,0.1,0.3,7.2,0,0.1,0,0.3,2.8,0,0.4,0.2,2.5,0,0
3.8,0.1,19.2,0.2,1.1,8.2,0,0,2.2,3.5,0.1,25.4,0.1,2,0,0.2,37.6,0,0.1,0.2,0,0.3,7.2,0,0,0,0.4,3.5,0,0.4,0.2,3.8,0,0
4,0.1,15.1,0.2,1,7.7,0,0,2,4.4,0.1,24.5,0.1,3.3,0,0.2,36.6,0,0.1,0.9,0,0.3,7,0,0,0,0.3,3.3,0,0.3,0,3.6,0,0
4.2,0.1,8.9,0.2,1,7.7,0,0,2.4,4,0.1,27.7,1.9,11.4,0,0.2,40.3,0,0.1,0.3,0,0.2,7.2,0,0,0,0.3,3.9,0,0.2,0.2,4,0,0
3.1,0,19.8,0.3,1.1,5.7,0,100,2.1,6.6,0.3,23.2,0.4,1.8,0,0.4,34.4,0,0,0.4,0,0.3,7.2,0,0,0,0.3,6.8,0,0.4,0.3,3.7,0,4
1.5,0.1,11.8,0.2,0.6,4,0,200,1.2,7,0.2,21.1,0.2,1.6,0,0.3,27.1,0,0,0.2,0,0.2,7,0,0,0,0.5,6.7,0,0.2,0.2,2.5,0,8
1.1,0.1,7.7,0.2,0.4,3.7,0,100,1,6.3,0.2,12.2,0.1,1.4,0,0.3,17.4,0,0,0.3,0,0.2,6.1,0,0,0,0.4,6.2,0,0.1,0.2,1.6,0,1
1.2,0.1,6.2,0.2,0.3,3.8,0,300,0.9,5.2,0.2,11.1,0.1,1.5,0,0.3,15.8,0,0,0.4,0,0.1,6.8,0,0,0,0.4,5.3,0,0.1,0.2,1.4,0,12
0.9,0.1,7,0.2,0.4,3.1,0,300,0.8,7,0.2,11.3,0.1,1.6,0,0.3,16.8,0,0,0.3,0.1,0.1,7.3,0,0,0,0.5,6.4,0,0.1,0.2,1.6,0,12
0.8,0,5.5,0.2,0.3,2.9,0,300,0.7,6.4,0.2,9.5,0.1,1.4,0,0.3,13.4,0,0,0,0,0.1,7.2,0,0,0,0.3,6.7,0,0.1,0.2,1.4,0,12
0.8,0,6.3,0.2,0.3,2.7,0,300,0.7,5.3,0.2,9.8,0,1.3,0,0.3,13.8,0,0,0,0,0.1,6.9,0,0,0,0.6,5.5,0,0.1,0.2,1.5,0,12
0.7,0,6.8,0.2,0.6,2.8,0,400,0.7,4.9,0.2,12.9,0,1.5,0,0.2,18.1,0,0,0,0.1,0.1,6.9,0,0,0,0.3,4.5,0,0.1,0.2,1,0,4
2.1,0,4.8,0.2,0.2,2.6,0,100,0.6,4.5,0.2,14.9,0,1.3,0,0.2,20.3,0,0,0,0.1,0.1,8.2,0,0,0,0.4,4.5,0,0.1,0.2,1.1,0,1
1,0,4.7,0.1,0.3,3,0,100,0.7,4.1,0.2,8.3,0,1.3,0,0.2,11.6,0,0,0,0.2,0.1,6.6,0,0,0,0.3,4.1,0,0.1,0.1,1,0,1
1.1,0,5.7,0.1,0.2,3,0.4,100,0.8,4.1,0.1,9.8,0,1.3,0,0.2,13.2,0,0,0,0.1,0.1,8,0,0,0,0.3,4.1,0,0.1,0.1,1.4,0,1
1.4,0,6.5,0.1,0.3,3.2,0,100,0.8,3.6,0.1,9.8,0,1.3,0,0.2,21.2,0,0,0,0.2,0.1,7.1,0,0,0,0.3,3.3,0,0.1,0.1,1.4,0,1
2,0.1,6.9,0.1,0.3,3.8,0,400,1,3.3,0.1,9.7,0,1.3,0,0.2,23.3,0,0,0,0.1,0.1,7.2,0,0,0,0.4,3.1,0,0.1,0.1,1.4,0,4
2.3,0.1,10.3,0.1,0.5,4.5,0,400,1.2,2.9,0.1,13.8,0,1.4,0,0.1,28,0,0.1,0,0,0.1,7.5,0,0,0,0.4,3.1,0,0.2,0.1,2.1,0,4
2.5,0,10.9,0.1,0.5,4.2,0,0,1.2,2.7,0.1,13.6,0,1.3,0,0.1,30.2,0,0,0,0,0.1,7.5,0,0,0,0.5,2.7,0,0.2,0.1,2.2,0,0
2.1,0,11.3,0.2,0.5,3.7,0,100,1,6.5,0.2,12.2,0.2,1.1,0,0.2,17.3,0,0,0.3,0.1,0.1,7.4,0,0,0,0.4,6.2,0,0.2,0.2,1.9,0,2
3.2,0,14.2,0,0.7,4.9,0,400,1.3,2,0.1,17.1,0,1.4,0,0.1,24.1,0,0.1,0.3,0,0.2,7.4,0,0,0,0.6,2,0,0.3,0,2.3,0,8
3.3,0.1,18.5,0,1,4.8,0,150,1.7,3.5,0.1,28.6,0.2,1.4,0,0.2,39.7,0,0,0.9,0.1,0.4,7.2,0,0,0,0.4,3.3,0,0.3,0,3.8,0,3
2.4,-0.1,14.5,0.2,0.8,2,0,200,1.3,5,0.2,21.6,0.2,1.8,0,0.2,29.5,0,0,0.5,0.1,0.3,6.8,0,0,0,0.4,5.1,0,0.3,0.2,3.1,0,4
3.6,0.1,3.1,-0.2,1,0.3,0,100,1.6,3.1,0.1,28.4,0.1,4.4,0,0.1,39.4,0,0.1,4.3,0.1,0,7.2,0,0,0,0.4,2.8,0,0.1,-0.2,4.6,0,2
4.2,0.1,7.7,0.1,2.1,0.3,0,100,5.7,2.3,0.1,57.9,0,10.4,0,0.1,40.6,0,0,7,0.1,0,6.8,0,0,0,0.4,2.5,0,0.1,0.1,7.5,0,2
4.1,0.1,15.9,0.1,0.6,0.3,0,0,3.7,2.8,0.1,39.5,0.1,1.9,0,0.1,55.4,0,0.1,2.9,0.1,0.3,6.9,0,0,0,0.3,2.6,0.6,0.3,0.1,6.4,0,0
3.7,0,17.3,0.1,0.8,6.1,0,0,2.5,3,0.1,26.5,0.1,1.6,0,0.1,38.6,0,0.1,0.5,0.1,0.2,6.8,0,0,0,0.3,3,0,0.3,0.1,3,0,0
3.9,0.1,10.2,0.1,1,7.1,0,0,2.7,3.2,0.1,31.2,0.1,1.7,0,0.1,42.8,0,0.1,6.6,0,0.3,6.6,0,0,0,0.4,3,0,0.2,0.1,3.6,0,0
3.5,0.1,9.1,0.3,1,5.6,0,200,0.1,9.8,0.4,29.8,0.5,1.4,0,0.5,40.8,0,0,4.6,0,0.4,6.5,0,0.1,0,0.5,9.4,0,0.2,0.3,4.2,0,4
1.4,0.1,4.3,0.4,0.3,2.9,0,100,0.2,9.4,0.3,14.2,0.2,1.4,0,0.4,19.6,0,0,3.2,0,0.2,6.6,0,0,0,0.3,9.1,0,0.1,0.4,3.1,0,2
1.1,0.1,4.4,0.3,0.5,3.1,0.1,200,0.9,7,0.2,10.9,0.1,1.5,0,0.3,16.4,0,0,4.5,0.1,0.1,6.8,0,0,0,0.3,6.9,0,0.1,0.3,3.7,0,4
1.1,0,8.8,0.3,0.6,4.2,0.1,100,0.8,6.2,-0.2,13.2,0.6,1.4,0,0.3,18,0,0,3.5,0,0,6.9,0,0,0.1,0.4,5.7,0,0.2,0.3,3,0,2
1.1,0.2,2.6,0.1,0.4,3.4,0.1,100,0.6,5.3,0.2,9.9,0,0.2,0,0.3,14.2,0,0,0.1,0,0,6.7,0,0,0,0.4,5,1.6,0,0.1,1.4,0,2
1.3,0.1,5.4,0.1,0.4,3.5,0,900,0.9,5.2,0.2,10.3,0.1,0.2,0,0.2,14.7,0,0,1.8,0,0,6.5,0,0,0,0.4,4.9,0,0.1,0.1,1.4,0,18
1.5,0.1,7.2,0.1,0.5,3.6,0,100,0.9,4.7,0.2,11.4,0,0.2,0,0.2,16.2,0,0,1.6,0,0,6.8,0,0,0,0.4,4.5,0,0.1,0.1,1.6,0,2
1.2,0.1,7.3,0.1,0.6,3.8,0.1,0,1,5.8,0.2,14.4,0.1,0,0,0.3,20.5,0,0,2.2,0,0,6.8,0,0,0,0.3,5.7,0.1,0.1,0.1,2,0,0
2,0.1,3.1,0.1,0.6,3.2,0,0,1.1,5.2,0.2,18.5,0.1,0.8,0,0.2,26.5,0,0,5,0,0.1,7,0,0,0,0.4,4.6,1.5,0.1,0.1,3.6,0,0
1.8,0.1,6.2,0.2,0.5,3.5,0,100,1,3.7,0.1,19.2,0,0.4,0,0.2,27.4,0,0,2.7,0,0.1,7.4,0,0,0,0.5,3.5,1.7,0.1,0.2,3.7,0,2
1.8,0.1,4.9,0.2,0.7,3.7,0,400,1,3.4,0.1,19.5,0,0.4,0,0.2,27.9,0,0,2.5,0,0.1,6.8,0,0,0,0.5,3.5,2.1,0.2,0.2,3.2,0,8
1.9,0,2.5,0.2,0.6,4.6,0,200,1.2,3.2,0.1,14.1,0,1.7,0,0.1,19,0,0,4.8,0,0,7,0,0,0,0.3,3.1,0,0.1,0.2,2.1,0,4
2.7,0.1,13.3,0.1,0.8,5.2,0,100,1.3,2.6,0.1,18.3,0,1.6,0,0.1,25.6,0,0,0,0,0,6.9,0,0,0,0.5,2.6,0,0.3,0.1,2.5,0,2
2.8,0.1,13,0.1,0.8,4.9,0,200,1.3,2.9,0.1,16.9,0,1.3,0,0.1,25.6,0,0,0,0,0.1,7.4,0,0,0,0.3,2.8,0,0.3,0.1,2.5,0,4
2.7,0.1,14,0.1,1,4.7,0,0,1.2,3.7,0.1,18.7,0,1.3,0,0.2,25.6,0,0,0,0,0.1,7.2,0,0,0,0.4,3.6,0,0.3,0.1,2.2,0,0
4.1,0,13.2,0.1,1,5.5,0,500,1.5,2.4,0.1,23,0,1.4,0,0.1,32.9,0,0,2.2,0.1,0.2,7.3,0,0,0,0.5,2.5,0,0.3,0.1,3.1,0,10
4.2,0.1,13.2,0.1,1.2,6,0,400,1.5,2,0.1,24.1,0,1.4,0,0.1,34.2,0,0,0.2,0,0,7.4,0,0.1,0,0.6,2,1.6,0.3,0.1,3.3,0.2,8
3.6,0.1,12.7,0.1,1.2,6,0,100,1.4,2.1,0.1,24.1,0,1.4,0,0.1,34,0,0,0.2,0,0,7.3,0,0,0,0.5,2,1.7,0.2,0.1,3.4,0.1,2
3.7,0.1,21.2,0.1,1.2,6.5,0,100,1.9,1.7,0,24.4,0,1.4,0,0.1,36.2,0,0,0.5,0,0.3,7.4,0,0,0,0.6,1.8,0,0.4,0.1,3.7,0,2
3.8,0.1,19,0,1.3,6.4,0,0,1.8,1.7,0,27.1,0,1.2,0,0.1,38.6,0,0,1,0,0.3,7.3,0,0.1,0,0.3,1.7,0,0.5,0,3.5,0,0
4.2,0.1,21.6,0.1,1.6,7.5,0.1,0,2.1,2.5,0.1,27.8,0.1,3.1,0,0.1,38.2,0,0,1,0,0.3,7.2,0,0,0,0.4,2.5,0,0.4,0.1,3.7,0,0
4.2,0.1,18.7,0.2,1.3,7,0,0,1.7,2.8,0.1,25.9,0.1,1.7,0,0.1,34.5,0,0,0.3,0,0,7.3,0.1,0,0,0.3,3.1,0,0.5,0.2,3.5,0,0
4,0.1,16.1,0.1,1.3,7.3,0,100,1.7,2.4,0.1,129.4,0.1,1.6,0,0.1,186.4,0,0,1.1,0,0,7.4,0.1,0,0,0.5,2.3,0.8,0.3,0.1,3.6,0,2
3.2,0.1,17.2,0.2,1.5,10.5,0.2,100,2.7,2.7,0.1,35.9,0.1,3.4,0,0.1,49,0,0,2.1,0,0.3,7.8,0.1,-0.1,0,0.4,2.4,1.4,0.3,0.2,4.6,0,2
4.2,0.2,15.7,0.3,1,7.7,0.5,400,2,2.9,0.1,23.4,0.1,2.2,0,0.1,35.1,0.1,0,2.1,0.1,0.2,7.7,0.1,0.3,0,0.3,2.6,0.1,0.4,0.2,3.5,0,8
3.5,0.1,16.7,0.1,1,7.3,0.1,33.3,1.9,2.9,0.1,159.2,0.1,2,0,0.1,225.9,0,0,1.8,0.1,0.2,7.2,0,0.1,0,0.7,2.7,0,0.3,0.1,4.2,0,0.7
3.4,0.2,18.6,0.3,1.1,7.1,0,400,2.4,7.7,0.3,27.2,0.4,2.8,0,0.4,38.4,0,0,0.7,0,0.3,7.6,-0.1,0,0,0.8,7.1,0,0.3,0.3,3.4,0,8
2.1,0.1,11.8,0.3,0.8,5.7,0,300,1.3,9,0,18.2,0.4,2.2,0,0.1,24.7,0,0,0.3,0,0.2,7.6,-0.1,0,0,0.3,8.1,0,0.2,0.3,2.6,0,6
1.7,0.1,2.6,0.3,0.6,4.6,0.3,100,1,6.5,0.2,15.4,0.2,6.3,0,0.3,20.1,0,0,0.1,0,0.2,7.6,0,0,0,0.3,6.6,0,0.1,0.2,2,0,2
2.2,0.1,1.4,0.2,0.5,4.3,0.2,300,0.8,7.2,0.2,12.2,0.2,4.7,0,0.3,17.1,0,0,1.7,0,0.1,6.8,0,0,0,0.3,6.6,0,0,0.2,1.8,0,6
1.7,0.3,3.9,0.3,0.7,3.6,0.1,200,0.9,8.1,0.2,32,0.1,10.7,0,0.3,45.7,0,-0.1,2.3,0.1,0.2,7.4,-0.1,0,0,0.3,7.5,0,0.1,0.3,6.8,0,4
1.7,0.1,4.8,0.3,0.3,2.6,0.1,200,0.5,8.6,0.3,9.3,0.1,0.5,0,0.4,13.1,0,-0.1,1.4,0.1,0,7.9,-0.1,0,0,0.3,7.9,0,0.1,0.2,1.6,0,4
1.4,0.2,3,0.2,0.4,2.7,0.2,100,0.5,8.4,0.2,9.6,0.1,1.5,0,0.3,13.1,0,-0.1,1.7,0.1,0,8.2,-0.1,0,0,0.3,7.3,0,0.1,0.3,1.5,0,2
0.4,0.1,1.7,0.2,0.4,2.7,0.2,0,0.7,6.5,0.3,13,0.1,1.2,0,0.4,18.4,0,0,2.6,0,0.1,6.5,0,0.1,0,0.5,6.2,0.9,0,0.2,2.2,0,0
0.5,0.1,2.5,0.2,0.4,2.5,0.2,200,0.7,7.7,0.3,8.9,0.1,2.6,0,0.4,12.3,0,0,0.9,0.1,0.1,6.7,0,0,0,0.3,5.5,0,0.1,0.2,1.2,0,4
