DIC,TPN,HCO3,TN,Mg,Si,TP,TSSD,Na,TOC,UV280,TDS,Fe,SO4,CO3,UV250,specificConductance,TDP,NO3NO2,Cl,NH4,K,PH,NO2,OrthoP,Mn,TPC,DOC,F,ANC,TDN,Ca,Br,TSS
62.9,0.1,228.2,0.1,26.6,5.1,0,0,12.8,1.1,0,560.8,0,131,0,0,802.5,0,0,13.6,0.1,0.9,8.1,0,0,0,0.3,1.2,1,3.9,0.1,82.3,0,0
62.4,0.1,231.6,0.1,27.7,5.2,0,700,13.1,3.8,0,566.7,0,142.6,0,0,807.5,0,0,15.9,0,1,8,0,0.1,0,0.7,1.2,0,3.8,0,86.1,0,14
59.6,0.1,245.7,1.1,24.2,4.8,0,600,9.3,6.4,0,531.2,0,122.8,0,0,757.9,0,0,14.6,0,0.7,8.2,0,0.1,0,0.4,6.7,0,4.2,1.3,92.1,0,12
57.4,0,266.6,0.3,23.1,4.8,0.1,183.3,8.8,1.9,0,495.3,0,108.5,0,0.1,699.7,0,0,13.8,0,0.7,8.2,0,0.1,0,0.3,2,0,4.9,0.3,85.9,0,3.7
57.1,0.1,223.7,0.3,24.5,4.6,0,100,11.1,1.5,0,427.2,0,109.7,0,0,607,0,0,10.3,0,0.6,8.1,0,0,0,0.5,1.5,0,3.8,0.3,84.3,0,2
58.8,0.1,237.4,0.3,24.6,4.8,0,100,11.1,1.2,0,439,0,113.8,0,0,623.7,0,0,12.8,0,0.6,8.2,0,0,0,0.3,1.2,0,4,0.3,91.2,0,2
57.4,0.1,82.5,0.1,29.4,6.3,0,100,9.8,1.2,0,313.6,0,123.4,0,0,448,0,0,13.9,0,0.6,8.2,0,0,0,0.4,1.2,3,1.4,0.1,31.5,0,2
56.9,0.1,262.5,0.1,32.7,6.9,0,100,11.4,1.1,0,519.1,0,131.5,0,0,741.6,0,0.1,7.9,0,0.6,8.2,0,0,0,0.3,1,2.9,4.5,0.1,83.5,0,2
47.8,0.1,274.6,0.1,33.6,7.4,0.1,100,12.1,1.1,0,533.1,0,137,0,0,761.6,0,0.1,0.9,0,0.7,8.1,0,0,0,0.4,1,0,4.8,0.1,80.4,0,2
52.8,0.1,177.9,0.1,30.9,5.9,0.1,0,11.1,0.9,0,427.2,0,132.2,0,0,611.6,0,0.1,15.8,0,0.8,8.3,0,0,0,1.1,1.1,0,3.2,0.1,61,0,0
52.5,0.1,199.4,0.1,32.8,6,0,0,12.4,1,0,437.5,0,144.2,0,0,623.6,0,0.1,11.5,0,0.8,8.2,0,0,0,0.3,1.2,0,4,0.1,59.6,0,0
50,0.1,232.9,0,32.1,6.1,0,100,12,0.9,0,489.5,0,134.5,0,0,697.5,0,0.1,13.8,0,0.9,8.2,0,0,0,0.5,1.1,0,4,0,75.3,0,2
56.3,0.1,166.5,0.1,35.3,7.4,0,300,13.9,1.3,0,466.5,0,172.7,0,0,663.5,0,0,7.3,0,1.3,8.1,0,0,0,0.3,1.3,2.9,2.8,0.1,61.9,0,6
65.8,0.1,125.6,0.2,23.4,5.6,0.1,433.3,10.8,1.5,0,359.7,0,116.1,0,0,509.3,0,-0.1,9.7,0,0.1,8.3,0.1,0,0,0.3,1.4,0,2.2,0.2,47.1,0,8.7
68.1,0.1,180.5,0.1,34.6,5.9,0.1,100,13.4,1.4,0,480.6,0,165.9,0,0,689.3,0,-0.1,11.7,0,0.2,8,0.1,0,0,0.3,1.1,2.2,3,0.1,67.9,0,2
68.4,0.1,174.4,-0.1,51,8.2,0.1,100,19,1.3,0,91.8,0,290.7,0,0,132.7,0,-0.1,8.9,0,0.4,8.3,0.1,0.2,0,0.3,1.2,0,3,-0.1,81.6,0,2
63.5,0.1,105.1,0.1,39.7,7.6,0.1,100,17.2,1.2,0,471.6,0,214.6,0,0,672.5,0,-0.1,9.2,0,1.2,8.2,0.1,0,0,0.2,1.1,4.7,2,0.1,51.9,0,2
63.3,0.1,192.4,0.1,28.5,5.1,0.1,400,12,1.3,0,458.2,0,148.5,0,0,654.2,0,-0.1,9.6,0.1,0.8,8.4,0,0,0,0.3,1.3,0.4,3.2,0.1,72.3,0,8
67.5,0.1,286.7,0.2,32.8,6,0.2,500,14.1,2,0,612.4,0,181.2,0,0.1,876.5,0,-0.1,9.2,0.1,1,8.3,0.1,0.3,0,0.3,1.9,0.6,4.9,0.2,107.7,0,10
53.1,0.1,284.1,0.2,24.4,5.3,0.2,100,11.7,3.7,0.1,579.3,0,152.2,0,0.1,826.9,0,-0.1,11.9,0.1,0.8,8.4,0,0,0,0.4,3.2,2,4.7,0.2,113.8,0,2
48.8,0.1,247,0.3,20.6,4.9,0.2,400,10.2,4.4,0.1,486.5,0,121.5,0,0.1,694.1,0,0,9.4,0.1,0.8,8.3,0,0.1,0,0.4,3.7,1.8,4.2,0.2,95.5,0,8
50.2,0.1,233.6,0.2,19.3,5.3,0.1,300,10.1,4.2,0,428.1,0,91.8,0,0,610.2,0,-0.1,8,0,0.6,8.3,-0.1,0,0,0.5,4.3,1.5,3.9,0.3,79.7,0,6
46.9,0.1,227.9,0.3,16.8,5.2,0.4,1300,8.7,5.1,0.1,375.9,0,62,0,0.1,537.1,0,0,9.1,0,0.7,8.3,-0.1,0,0,0.8,4.3,1.6,3.7,0.3,71.8,0,26
42.3,0.1,225.1,0.5,16.1,5.5,0.3,7050,9,7.5,0.1,346.1,0,52.1,0,0.2,494.7,0,0,1.2,0,1,8.2,-0.1,0,0,1.5,4.5,0,3.9,0.3,63.1,0,141
54.8,0.1,291.6,0.2,20.3,68.8,0.2,1400,19.2,3,0.1,426.1,1.4,46.1,0,0.1,608.2,0,0,10.5,0,13.2,8.4,-0.1,0,1.3,0.4,2.5,0.9,5,0.2,64.1,0,28
57.4,0.1,270.2,0.2,20.2,4.9,0.2,1000,8.2,2.7,0,397.3,0,51.1,0,0.1,566.7,0,0,4,0.1,0.6,8.4,-0.1,0,0,0.3,2.5,1.3,4.8,0.2,72,0,20
65.2,0.1,222.6,0.2,21.2,4.9,0.3,833.3,8.4,2.3,0,370.6,0,55.7,0,0.1,523.7,0,-0.1,12.9,0,0.6,8.5,-0.1,0,0,0.5,2.3,0,3.9,0.2,60.7,0,16.7
60.7,0.1,316.4,0.2,19.9,4.9,0.3,600,7.8,2.7,0,394.2,0,14.7,0,0.1,561.2,0,0,4.1,0.1,0.7,8.2,0,0,0,0.5,2.3,0,5.5,0.1,71.7,0,12
58.5,0.1,309.6,0.1,19,5.3,0.3,500,7.6,3.1,0.1,381.2,0,15.9,0,0.1,544.2,0,0,1.1,0,0.6,8.3,0,0,0,0.6,2.7,0,5.7,0.1,70.2,0,10
58.3,0,274.1,0.2,21.9,5,0.2,800,8.4,2.6,0,411.1,0,53.2,0,0.1,589.2,0,0,6.4,0,0.5,8.4,-0.1,0,0,0.4,2.1,1.7,5,0.2,73.6,0,16
58.6,0.1,278.1,0,23,4.8,0,533.3,8.6,1.9,0,427.9,0,56.5,12.7,0,608.8,0,-0.1,8.4,0,0.5,8.5,-0.1,0,0,0.4,1.6,1.7,4.7,0.2,75.6,0,10.7
63.5,0.1,290.3,0.1,24.5,5.3,0,300,10.3,1.7,0,456.8,0,64.6,0,0,650.3,0,0,9.7,0.8,1.1,8,0,0,0,0.2,1.4,2.2,5.5,0.1,79.5,0,6
58.8,0.1,239.7,0.1,26.2,8.9,0.1,700,10.8,3,0,404.3,0,72.5,0,0,579.1,0,0,8.7,0,0.7,8.2,0,0,0,0.4,1.1,2.4,4.1,0.1,62.3,0,14
61.9,0.1,260.6,0.1,27.1,9.8,0.3,700,11.1,1,0,436.9,0,76.6,0,0,622.4,0,0,9.2,0.1,0.7,7.6,0,0,0,0.3,1,1.7,4.7,0.1,69.2,0,14
60.5,0.1,238.9,0.1,25.2,7.8,0.1,100,9.8,1.2,0,388.7,0,77.2,0,0,553.5,0,0,10.2,0,0.7,8.2,0,0,0,0.3,1.6,1.4,4,0.1,67.1,0,2
0.4,0.1,11,1.2,2.4,0,0,300,6.6,33,1,43.4,5.3,1.8,0,1.6,63.5,0,0,14.2,0.1,1.3,5,0,0.2,0,0.3,31.1,0.1,0.4,1.1,2.1,0,12.2
0.4,0.1,8.9,1.2,2.4,0,0,600,6.6,33.1,1.1,42.1,5.8,12.2,0,1.6,61.5,0,0,7.6,0,1.3,5,0,0.2,0,0.3,31.4,0.1,0.2,1.1,2.1,0,24.3
0.5,0.1,10.7,1.2,2.4,0,0,500,6.7,32.9,1.1,44.8,5.6,1.8,0,1.6,64.9,0,0,14.2,0,1.3,5.1,0,0.1,0,0.3,31.8,0,0.2,1.1,2,0,20.1
0.6,0.1,8.9,1.2,1.9,0.6,0,100,6.2,35.9,1.1,75.4,4.4,0.1,0,1.7,52.3,0,0,13.1,0.2,1,5.2,0,0.1,0,0.3,33.9,0.1,0.2,1.1,1.6,0,4.4
0.8,0.1,1.3,1.2,1.8,0.6,0,0,6.1,35.6,1.1,78.4,4.4,2.4,0,1.7,50.5,0,0,15.2,0.2,1,5,0,0.1,0,0.3,33.9,0.1,0.5,1.2,1.5,0,0
0.7,0.1,1.6,1.2,1.8,0.6,0,0,6.1,35.5,1.1,54.4,4.5,2.4,0,1.7,50.4,0,0,15.3,0.1,1,5,0,0.1,0,0.3,34.4,0,0.2,1.2,1.5,0,0
0.5,0,5,1.3,2.3,0.7,0,300.1,7.1,38.9,1.1,45,4.5,3,0,1.7,64.8,0,0,16.6,0.1,1.6,5,0,0.1,0,0.2,36.3,0.1,0.2,1.2,1.8,0,12.2
0.5,-0.1,5.3,1.3,3,0.8,0,100.1,2,42.3,1.2,43.1,4.5,19.9,0,1.7,61.4,0,0,3.6,0.1,2.4,5,0,0.1,0,0.2,40.4,0,0.2,1.1,4,0,4.1
0.5,0,5.9,1.2,2.3,0.7,0,200.1,7.1,37.7,1.2,43.3,4.5,3,0,1.7,64.2,0,0,16.4,0.1,1.6,5,0,0.2,0,0.3,38.4,0,0.2,1.2,1.8,0,8.1
0.4,0.1,3.5,1.2,2.7,2.2,0,0,8,37.3,1.2,51.7,5,2.7,0,1.7,75.4,0,0,22.6,0.1,2.4,5.2,0,0,0,0.3,36.8,0.1,0.1,1.2,2.5,0,0
0.4,0.1,15.7,1.2,2.7,2.2,0,0,7.8,38.6,1.1,54.6,4.9,2.7,0,1.7,76.9,0,0,14.7,0.1,2.3,5.2,0,0,0,0.4,38.2,0.1,0.3,1.2,2.5,0,0
0.4,0.1,15.9,1.3,2.7,2.2,0,100,7.8,39.3,1.2,55.1,4.9,2.7,0,1.7,78.7,0,0,14.4,0.1,2.3,5.2,0,0,0,0.3,38.5,0.1,0.3,1.2,2.5,0,4
0.5,0.1,6.5,1.3,2.5,2,0,0,6.5,35.2,1.1,44.4,0.4,2.6,0,1.7,65.9,0,0,17.2,0.1,2.1,5.8,0,0,0,0.3,31.8,0.1,0.1,1.2,2.3,0,0
0.3,0.1,5.6,1.3,2.5,2,0,0,6.4,35.5,1.1,46.1,0.4,2.6,0,1.7,67.4,0,0,17.6,0.1,2.1,5.3,0,0,0,0.4,34.6,0.2,1,1.2,2.3,0,0
0.3,0.1,6.6,1.3,2.5,2,0,4000,6.4,35.5,1.1,47.2,0.4,2.6,0,1.7,68.6,0,0,17.2,0.1,2.1,5.3,0,0,0,0.3,34.9,0,0.1,1.2,2.3,0,4
0.6,0.1,16,1.3,3.2,1.4,0,0,9.4,35.3,1.2,60.3,0.6,3,0,1.7,88.5,0,0,19.6,0,2.1,5,0,0,0,0.4,35.3,0,0.3,1.3,2.9,0,0
0.4,0,13.9,1.4,3.2,2.2,0,0,9.1,36.8,1.2,57.4,0.6,2.9,0,1.7,84.2,0,0,19.5,0,1.9,5,0,0,0,0.4,38,0,0.2,1.4,2.9,0,0
0.4,0.1,15.7,1.4,3.3,1.1,0,0,9.6,36.8,1.2,55.7,0.6,2.9,0,1.8,85.7,0,0,19.6,0,2.1,5.1,0,0,0,0.4,37.2,0,0.3,1.4,3,0,0
0.3,0.1,9,1.5,2.9,1.8,0,0,7.7,38.4,1.1,55.6,0.5,3.1,0,1.7,75.8,0,0,18.3,0.1,1.4,5,0,0,0,0.4,37.2,0,0.2,1.4,2.6,0.3,0
0.6,0.1,10.4,1.6,3,1.8,0,0,7.7,38.9,1.1,55.9,0.5,2.9,0,1.7,77.7,0,0,17.9,0.1,1.4,5,0,0,0,0.3,37,0.2,0.2,1.3,2.7,0,0
0.6,0.1,10.2,1.5,2.9,1.7,0,0,7.4,39,1.1,53.7,0.5,3,0,1.7,78.2,0,0,18,0.1,1.3,5.2,0,0,0,0.4,36.5,0.2,0.3,1.3,3.2,0,0
0.5,0.1,11.4,1.3,3.1,1.8,0,200,8.1,34.8,1,56.6,0.4,3,0,1.6,81.3,0,0,19.9,0.1,1.4,5.1,0,0,0,0.4,34.6,0,0.2,1.3,3.1,0,8.3
0.4,0.1,13,1.3,3.9,1.8,0,100,8.3,35.2,1.1,64.2,0.4,3.6,0,1.6,93.7,0,0,19.9,0.1,1.4,5.1,0,0,0,0.4,34.8,0.1,0.2,1.2,3.1,0,4
0.5,0.1,9.9,1.3,3.1,1.8,0,100,8.2,35.5,1,57.8,0.4,2.9,0,1.6,81.4,0,0,19.9,0.1,1.4,5.7,0,0,0,0.4,35.7,0,0.2,1.3,2.8,0,4
0.9,0,16.9,1.6,3,1.9,0,400,7,42.1,1.3,78.3,0.4,5.3,0,2,109.8,0,0,13.8,0.2,1.9,4.9,0,0,0,0.4,39.3,0,0.4,1.5,3.5,0,4
0.9,0.1,17.9,1.5,3.1,1.9,0,100,7.2,41.5,1.3,53.7,0.5,5.2,0,1.9,77.9,0,0,13.5,0.1,1.9,5.8,0,0,0,0.4,39.9,0,0.5,1.4,3.3,0,1
1,0.1,46.1,1.6,3,1.9,0,200,7.1,42.2,1.4,54.2,0.5,5.2,0,2,76.1,0,0,14.5,0.2,1.9,5,0,0,0,0.4,40.5,0,0.8,1.5,3.4,0,2
1,0.1,13.2,1.8,2.1,2,0.1,0,5,48.8,1.7,39.6,0.7,3.1,0,2.4,89.6,0.1,0.1,9.8,0.3,1.4,4.7,0,0.1,0,0.3,49.2,0,0,1.9,2.6,0,0
1.1,0.1,10.3,1.9,2,1.8,0.1,0,4.5,50,1.7,32.6,0.7,3.1,0,2.5,88.1,0.1,0.1,9.7,0.3,1.3,4.7,0,0.1,0,0.3,47.8,0,0.2,1.8,2.3,0,0
1.3,0.1,10.5,1.8,2,1.8,0.1,100,4.4,49.9,1.8,35.6,0.7,3.1,0,2.5,88.9,0.1,0.1,9.7,0.2,1.3,4.7,0,0.1,0,0.4,46.5,0,0.2,1.8,2.4,0,2
0.9,0.1,23,1.9,2.9,0.8,0.1,333.3,5.2,49.6,1.9,50.5,1.1,2.4,0,2.7,69.3,0.1,0,9.5,0.4,2,4.6,0,0.1,0,0.4,48.2,0,0.5,2,3.5,0,6.7
1.2,0.1,21.5,1.8,2.9,0.7,0.1,100,5.2,50.2,1.9,51.9,1.1,2.4,0,2.7,71.3,0.1,0,9.4,0.2,2,4.6,0,0.1,0,0.3,47.3,0,0.5,1.9,3.5,0,2
0.8,0.1,25.4,2.1,3,0.8,0.1,100,5.2,49.2,1.9,52.1,1.1,2.4,0,2.8,73.5,0.1,0,9.4,0.3,2,4.6,0,0.1,0,0.3,48.3,0,0.5,2,3.8,0,4
1.6,0.1,16,0,1.6,1.6,0.2,200,2.4,5.4,2.2,32.1,0.8,0.6,0,3.1,44.4,0.2,0,5.6,1.3,2.7,4.8,0,0.2,0,0.4,5.3,0,0.3,0,2.6,0,4
1.5,0.1,14.6,0.1,1.5,1.5,0.2,200,2.3,5.8,2.2,30.3,0.8,0.6,0,3.1,42,0.1,0,5.8,1.2,2.8,4.7,0,0.2,0,0.4,5.6,0,0.3,0,2.4,0,4
2,0,14.4,0.1,1.5,1.6,0.2,200,2.3,5.6,2.3,29.5,0.9,0.6,0,3.3,41.3,0.2,0,5.5,1.2,2.7,4.7,0,0.2,0,0.4,4.9,0,0.3,0,2.3,0,4
0.6,0,10.2,3.4,1.7,0.2,0.1,100,2.6,71.2,2.4,31.6,0.9,3.7,0,3.3,43.6,0.1,0,5.8,1.5,2.3,4.8,0,0.2,0,0.3,68.2,0,0.2,3.5,2.5,0,2
0.7,0,11.4,3.5,1.7,0.2,0.1,100,2.5,70.7,2.5,33.6,1,3.8,0,3.5,45.9,0.1,0,5.4,0.1,2.3,4.8,0,0,0,0.3,71.8,0,0.2,3.7,2.4,0,2
0.7,0,12.3,3.6,2,0.2,0.1,100,3,70.2,2.4,33,0.9,3.6,0,3.4,47.3,0.1,0,5.6,0.1,2.6,4.8,0,0,0,0.3,69.9,0,0.3,3.5,2.5,0,2
0.5,0.1,0.5,0.9,1.7,0.2,0.1,200,2.5,58.2,2.6,34.9,0.9,3.5,0,3.5,73.6,0.1,0,9.6,1.3,2.1,4.7,0,0.2,0,0.4,59.8,1.2,0,0.8,2.3,0,4
0.5,0.1,0.6,1.4,1.7,0.2,0.1,100,2.5,65.3,2.5,34.4,1,3.6,0,3.6,73.7,0.1,0,9.6,1.5,2.1,4.7,0,0.2,0,0.4,60.9,1.2,0,0.9,2.3,0,2
0.5,0.1,0.6,1,1.8,0.2,0.1,400,2.5,63,2.5,34.3,0.9,3.5,0,3.6,73.4,0.1,0,9.7,1.4,2.1,4.7,0,0.2,0,0.4,60.4,1.2,0,0.7,2.3,0,8
0.4,0.1,9.1,0.4,1.6,0.2,0.1,300,3.6,5.9,2.5,39.6,1,1,0,3.6,55.3,0.1,0,12.6,1.5,2.6,5,0,0.2,0,0.4,5.9,0,0.2,0.4,3.4,0,6
0.5,0.1,12.4,3.6,3,1.3,0.1,100,4.9,72.7,2.4,52.8,0.8,3.9,0,3.4,75.1,0,0,16.7,1.5,2.9,5,0,0.2,0,0.3,75.8,0,0.2,3.4,4.7,0,2
0.9,0.1,27.9,4.5,2.6,0.8,0,200,6.4,76.8,2.5,54.9,0.8,1.2,0,3.5,77,0,0,9.6,1.4,3.6,4.7,0,0.2,0,0.3,75.6,0,0.5,4.4,3.3,0,4
1.1,0.1,0.3,4.7,1.6,0.6,0.1,0,1.6,76,2.5,51.3,0.9,3.5,0,3.5,75,0.1,0,10.6,1.2,2.1,4.5,0,0.2,0,0.3,65.2,0,0,4,2.6,0,0
1.6,0.1,10.3,3.1,2.4,0.9,0.2,100,0.5,58.5,2.1,51.9,0.8,1.4,0,3,72.7,0.1,0,12.6,1.1,2.7,4.2,0,0,0,0.3,54.8,0,0.2,2.9,5.3,0,2
0.7,0.1,1.9,3.2,1.8,0.9,0.2,100,2.5,58.9,2,35.9,0.8,1.6,0,2.8,51.3,0.1,0,14,1.1,1.8,4.7,0,0.1,0,0.3,52.6,1.1,0.1,2.9,3.6,0,2
0.6,0.1,7.7,2.9,1.7,1.6,0.3,100,2.8,52.8,2.1,31.6,0.9,2.1,0,3,42.9,0.1,0,7.2,1,1.3,4.5,0,0.1,0,0.4,50.2,0.2,0.5,2.3,2,0,2
1,0.1,5,2.8,1.5,1.9,0.2,100,2.5,52.9,2,28.6,0.9,1.8,0,2.9,39.9,0.2,0,9.2,1.2,1.4,4.6,0,0.2,0,0.4,50.3,0,0.1,2.5,2.1,0,2
1.1,0.1,5,2.7,1.7,2.8,0.3,100,2.5,53.8,2.1,29.7,0.9,3.1,0,3,41.1,0.2,0,9.4,1.4,0.9,4.7,0,0.3,0,0.4,50,0,0.1,2.7,2.4,0,2
1,0.1,8.5,2.4,1.5,3,0.4,0,3,51.8,2.1,29.2,0.9,2,0,3,41.3,0.3,0,6.4,1.6,1.7,4.8,0,0.3,0,0.3,51.4,0.6,0.1,1.9,2,0.5,0
0.7,0.1,20.2,2.5,1.7,2.9,0.3,300,3,55.2,2.1,28,0.8,2.1,0,3,38.5,0.3,-0.1,0.6,1.7,0.1,5,0.1,0.3,0,0.3,49.5,0,0.6,2.3,2.3,0,6
0.8,0.1,1.9,3.5,1.6,2.8,0.4,100,2.7,55,2.1,28.5,0.7,2.2,0,3,38.9,0.3,-0.1,10.1,1.7,1,5,0.1,0.1,0,0.3,53,0.2,0,3.4,2,0,2
0.9,0.2,16.8,3.9,1.6,4.3,0.5,100,4.5,57.5,1.9,37.8,0.9,3.6,0,2.8,55.4,0.3,-0.1,6.5,1.4,2.6,4.7,0.1,0.2,0,0.3,51,0,0.3,3.4,2.8,0,2
0.7,0.1,11,3.3,1.7,3.6,0.2,200,4.4,53.4,1.9,37.4,0.9,3.4,0,2.7,52.2,0.2,-0.1,9,1.4,2.2,4.6,0.1,0.3,0,0.4,49.7,0.1,0.2,3,2.6,0,4
0.8,0.1,7.4,3.1,1.1,3.3,0.5,200,1.8,51.4,0,26.5,0,0.2,0,0,36.1,1,-0.1,7.8,1.1,0.1,4.7,0,0.1,0,0.4,51.1,0,0.1,2.9,3.6,0,4
1.5,0.1,2.1,0.3,1.4,1.8,0.2,0,3.4,5.4,1.8,27.1,0.9,2.6,0,2.6,39.9,0.1,-0.1,10.5,0.9,0.7,5,-0.1,0.1,0,0.3,5,0,0,0.3,2.3,0,0
1,0.1,12.1,2.4,1.5,1.7,0.3,100,2.6,49.7,1.7,26.9,0.8,3.2,0,2.4,38.1,0.1,0,4,1,1.1,4.9,-0.1,0.1,0,0.4,48.2,0,0.3,2.4,2.2,0,2
1.4,0.1,5.8,3,1.5,1.4,0.3,100,2.7,49.7,1.7,26.6,0.9,2.6,0,2.5,38.8,0.1,-0.1,8.3,1.2,1.2,4.6,-0.1,0.1,0,0.4,47.7,0,0.1,2.8,2.3,0,2
1.8,0.1,3.2,2.8,1.4,1.6,0.6,100,3,46.4,1.5,28.4,0.8,3.7,0,2.2,38.9,0.2,0,8.2,1.2,1.5,5.3,0,0.2,0,0.3,43,0.5,0.1,2.6,2.3,0.2,2
1.7,0.1,11,2.4,1.3,1.9,0.2,300,1.9,45.6,1.9,40.3,0.8,2.5,0,2.8,57.1,0.1,0,3.3,1,1.1,5.3,0,0.1,0,0.3,42,0,0.2,2.3,2.1,0,6
4.5,0.1,16.4,0.1,1.2,6.3,0,0,1.1,1.4,0.1,24.1,0,0.1,0,0.1,33.2,0,-0.1,1.7,0,0,7.4,0.1,0,0,0.4,1.4,0,0.4,0,3.5,0,0
4.1,0.1,13.3,0.1,1.2,5.9,0,0,1,2,0.1,21.7,0,0.4,0,0.1,29.4,0,-0.1,2.9,0.1,0,7.4,0,0,0,0.6,2.2,0,0.2,0.1,3.2,0,0
3.2,0.1,20.9,0.1,1.3,8.4,0,200,1.7,2.6,0.1,33.4,0,0.2,0,0.1,46.8,0,-0.1,0.4,0.1,0.7,7.5,0.1,0.1,0,0.3,2.5,1,0.5,0.1,4.2,0,4
3.2,0.1,15.1,0,0.9,4.6,0,0,1,2,0.1,20.7,0,0.1,0,0.1,27.9,0,-0.1,0.6,0.1,0.4,7.9,0,0.1,0,0.4,2,0,0.3,0,2.8,0,0
3.7,0.1,15.6,0.1,0.9,4.4,0.1,300,1.1,2.3,0.1,18,0,0.1,0,0.1,26.1,0,0,0.7,0,0.3,7.4,-0.1,0,0,0.4,2.3,0,0.4,0.1,2.5,0,6
2.3,0.1,10,0,0.8,4.1,0,400,1,2.4,0,15.3,0,0.1,0,0.1,21.4,0,-0.1,2,0.1,0.3,7.4,-0.1,0.2,0,0.6,2.5,0,0.2,0.1,2.1,0,8
2.2,0.2,7.6,0.1,0.9,4.2,0,0,0.4,2.7,0.1,14.6,0,0.6,0,0.1,20.9,0,-0.1,2.1,0,0.4,7.7,-0.1,0,0,0.6,3.1,0,0.2,0.1,2,0,0
1.7,0.2,5.7,0.1,0.7,3.6,0.1,100,0.3,3.3,0.1,11.1,0,0.1,0,0.1,16.8,0,0,2.3,0,0.3,7,-0.1,0,0,0.7,2.9,0,0.1,0.1,1.6,0,2
2.1,0.1,5.1,0.1,0.6,3.5,0.1,200,0.3,3.1,0.1,11.4,0,0.1,0,0.1,15.8,0,-0.1,0.3,0,0.3,7.6,-0.1,0,0,0.8,3.1,1,0.1,0.1,1.5,0,4
1.7,0.1,3,0.1,0.6,3.4,0,300,0.3,3,0.1,10.6,0,4.2,0,0.1,14.3,0,0,0,0,0.3,7.3,-0.1,0,0,0.5,3.1,0,0.1,0.1,1.4,0.1,6
1.9,0.1,0.9,0.1,0.7,3.7,0.2,100,0.3,2.6,0.1,11.1,0,6.4,0,0.1,15.6,0,0,0.1,0,0.3,7.4,0,0,0,0.4,2.6,0,0,0,1.5,0,2
2,0.1,3,0.1,0.7,3.9,0.1,200,0.3,2.5,0.1,13,0,3.7,0,0.1,17.1,0,-0.1,1.2,0.1,0.3,8,-0.1,0,0,0.4,2.4,0,0.1,0,1.6,0,4
2.4,0.1,4.5,0.1,0.8,3.2,0.2,200,0.3,2.7,0.1,9.9,0,0.2,0,0.1,13.7,0,-0.1,2.4,0.1,0.2,7.9,-0.1,0,0,0.5,2.6,0,0.1,0.1,1.2,0,4
2.6,0.1,2.6,0.1,0.6,3.1,0.3,100,0.3,2.5,0.1,10,0,0.1,0,0.1,13,0,-0.1,3,0,0.1,7.5,-0.1,0,0,0.6,2.4,0,0,0.1,1.3,0,2
2.4,0.1,3.4,0,0.5,3.1,0.2,200,0.3,3.4,0.1,9.6,0,0.1,0,0.1,13.1,0,-0.1,2.2,0.1,0.1,8.2,-0.1,0,0,0.4,2.7,0,0.1,0.2,1.2,0,4
1.7,0.1,3.9,0.1,0.6,3.8,0.3,100,0.6,2.6,0.1,11.3,0,2.1,0,0.1,16,0,0,1.8,0,0.2,5.6,0,0,0,0.4,2.4,0.1,0.1,0.1,1.6,0,2
3.1,0.1,7.2,0.1,0.8,4.3,0.2,0,0.7,2.3,0.1,15.9,0,1.8,0,0.1,21.6,0,0,1,0.1,0.2,8,0,0,0,0.2,2.1,0.4,0.1,0.1,2.1,0,0
3.3,0.1,11,0.1,0.8,7.2,0.6,300,0.9,2.1,0.1,17,0,0,0,0.1,22.8,0,0,1.5,0,0.2,7.8,0,0,0,1,2,0,0.2,0.1,2.2,0.2,6
3.6,0.1,7.7,0.1,0.8,7.4,0.2,200,0.9,2.3,0.1,17,0,0,0,0.1,24.5,0,0,2.8,0.1,0.2,7.5,0,0,0,0.5,2.4,0.1,0.2,0.1,2.4,0,4
3.9,0.1,11.7,0.1,0.8,7.2,0.4,200,0.2,2.2,0.1,18,0,0.1,0,0.1,25.5,0,0,0.3,0,0.2,6.8,0,0,0,0.5,2.2,0,0.2,0.1,2.4,0,4
4.5,0.1,6.9,0.1,0.8,7.4,0.2,100,0.1,2.3,0.1,18.1,0,0,0,0.1,25.5,0,0,0.1,0,0.2,7.3,0,0,0,0.5,2.2,1.6,0.2,0.1,2.5,0,2
4.4,0.1,9.1,0.1,0.8,8.5,0.2,400,1.1,2.2,0.1,17.4,0,0.3,0,0.1,25.7,0,0,0.2,0,0.3,7.5,0,0,0,0.6,2.1,0.2,0.2,0.1,2.6,0,8
17.1,0.1,205.7,0.3,8.8,10.4,0,600,32.2,5.6,0.1,259.3,0,4.8,0,0.2,378.5,0,0,5.2,0,3,7.8,0,0.1,0,0.3,4.9,0.1,3.5,0.2,28.3,0,24.6
18.7,0,89.1,0.3,8.9,1.1,0,100,38,5.3,0.1,296.1,0,75.1,0,0.1,428.9,0,0,36.3,0.1,3.9,7.8,0,0.1,0,0.3,4.5,0.2,1.6,0.2,31.6,0,4.3
19.8,0,197.2,0.3,4.9,0.7,0,100,35.6,5.1,0.1,331.7,0,1.5,0,0.1,330.8,0,0.1,0.5,0.1,3.5,7.7,0,0.3,0,0.3,5.1,0.1,3.3,0.3,25.1,0,4
