agency_cd,site_no,parameter_cd,ts_id,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
5s,15s,5s,11n,3n,3n,6n,6n,8n,5n,12s,5n,12s,12s,12s,12s,12s,12s,12s,12s,12s,12s,12s
USGS,9510200,60,5732,1,19,2016,2020,5,2016,19,2018,0,10,,,0.01,0.02,15,18,19,,
USGS,9510200,60,5732,1,20,2016,2020,5,2017,26.1,2018,0,12,,,0.01,0.02,15,22,25,,
USGS,9510200,60,5732,1,21,2016,2020,5,2017,1920,2018,0,390,,,0.01,0.03,16,968,1540,,
USGS,9510200,60,5732,1,22,2016,2020,5,2017,340,2018,0,76,,,0.01,0.02,14,183,277,,
USGS,9510200,60,5732,1,23,2016,2020,5,2017,208,2018,0,49,,,0.01,0.01,12,116,171,,
USGS,9510200,60,5732,1,24,2016,2020,5,2017,441,2018,0,94,,,0.01,0.01,11,230,357,,
USGS,9510200,60,5732,1,25,2016,2020,5,2017,194,2018,0,45,,,0.01,0.01,10,107,159,,
USGS,9510200,60,5732,1,26,2016,2020,5,2017,122,2018,0,30,,,0.01,0.01,8.9,70,101,,
USGS,9510200,60,5732,1,27,2016,2020,5,2017,82.7,2018,0,21,,,0.01,0.01,8.3,49,69,,
USGS,9510200,60,5732,1,28,2016,2020,5,2017,62.7,2018,0,17,,,0.01,0.01,8,38,53,,
USGS,9510200,60,5732,1,29,2016,2020,5,2017,52.5,2018,0,15,,,0.01,0.01,7.7,33,45,,
USGS,9510200,60,5732,1,30,2016,2020,5,2017,45.5,2018,0,13,,,0.01,0.01,7.6,29,39,,
USGS,9510200,60,5732,1,31,2016,2020,5,2017,41.5,2018,0,12,,,0.01,0.02,7.5,27,36,,
USGS,9510200,60,5732,2,1,2016,2020,5,2017,38.3,2018,0,14,,,0.01,0.02,10,30,35,,
USGS,9510200,60,5732,2,2,2016,2020,5,2017,35,2018,0,14,,,0.01,0.03,12,29,33,,
USGS,9510200,60,5732,2,3,2016,2020,5,2017,32,2018,0,12,,,0.02,0.06,11,24,29,,
USGS,9510200,60,5732,2,4,2016,2020,5,2017,29,2018,0,11,,,0.02,0.05,9.9,21,26,,
USGS,9510200,60,5732,2,5,2016,2020,5,2017,26.2,2018,0,10,,,0.64,1.6,9.1,19,23,,
USGS,9510200,60,5732,2,6,2016,2020,5,2019,46.7,2018,0,18,,,1.8,4.5,11,35,42,,
USGS,9510200,60,5732,2,7,2016,2020,5,2019,35.8,2018,0,15,,,1.8,4.5,10,29,33,,
USGS,9510200,60,5732,2,8,2016,2020,5,2019,21.1,2018,0,12,,,1.7,4.4,9,21,21,,
USGS,9510200,60,5732,2,9,2016,2020,5,2017,19.3,2018,0,9.9,,,1.5,3.8,8.7,17,18,,
USGS,9510200,60,5732,2,10,2016,2020,5,2017,18,2018,0,8.6,,,1.3,3.4,9,14,16,,
USGS,9510200,60,5732,2,11,2016,2020,5,2020,42.7,2018,0,14,,,1.3,3.2,6.3,30,38,,
USGS,9510200,60,5732,2,12,2016,2020,5,2020,48.3,2018,0,15,,,0.88,2.2,6,32,42,,
USGS,9510200,60,5732,2,13,2016,2020,5,2020,31.4,2018,0,11,,,0.72,1.8,5.7,23,28,,
USGS,9510200,60,5732,2,14,2016,2020,5,2020,26.3,2018,0,9.8,,,0.81,2,5.1,20,24,,
USGS,9510200,60,5732,2,15,2016,2020,5,2019,428,2018,0,93,,,0.92,2.3,12,225,347,,
USGS,9510200,60,5732,2,16,2016,2020,5,2019,165,2018,0,41,,,0.83,2.1,11,94,137,,
USGS,9510200,60,5732,2,17,2016,2020,5,2019,77.4,2018,0,22,,,0.75,1.9,11,49,66,,
USGS,9510200,60,5732,2,18,2016,2020,5,2019,74.7,2018,0,21,,,0.67,1.7,12,46,63,,
USGS,9510200,60,5732,2,19,2016,2020,5,2017,141,2018,0,52,,,0.64,1.6,15,121,133,,
USGS,9510200,60,5732,2,20,2016,2020,5,2017,190,2018,0,57,,,0.61,1.5,14,134,168,,
USGS,9510200,60,5732,2,21,2016,2020,5,2019,148,2018,0,51,,,0.59,1.5,13,119,137,,
USGS,9510200,60,5732,2,22,2016,2020,5,2020,520,2018,0,186,,,0.56,1.4,64,431,484,,
USGS,9510200,60,5732,2,23,2016,2020,5,2020,639,2018,0,185,,,0.49,1.2,51,435,558,,
USGS,9510200,60,5732,2,24,2016,2020,5,2019,257,2018,0,108,,,0.45,1.1,41,248,254,,
USGS,9510200,60,5732,2,25,2016,2020,5,2019,321,2018,0,103,,,0.42,1.1,36,238,288,,
USGS,9510200,60,5732,2,26,2016,2020,5,2019,424,2018,0,115,,,0.41,1,33,270,362,,
USGS,9510200,60,5732,2,27,2016,2020,5,2019,547,2018,0,135,,,0.4,1,30,322,457,,
USGS,9510200,60,5732,2,28,2016,2020,5,2017,689,2018,0,250,,,0.39,0.98,79,585,647,,
USGS,9510200,60,5732,2,29,2016,2020,2,2020,69.5,2016,1.9,36,,,,,36,,,,
USGS,9510200,60,5732,3,1,2016,2020,5,2017,456,2018,0,187,,,0.36,0.91,60,436,448,,
USGS,9510200,60,5732,3,2,2016,2020,5,2019,369,2018,0,131,,,0.33,0.83,53,299,341,,
USGS,9510200,60,5732,3,3,2016,2020,5,2019,282,2018,0,96,,,0.32,0.8,51,213,254,,
